,seq_id,taxon,family,genus,species,rank,full_len_mismatch_sum,three_end_mismatch_sum,gc_matches_fwd,gc_matches_rev,min_tm,delta_tm
420,FJ002115,Asterionellopsis glacialis Castracane Round 1990,Fragilariaceae,Asterionella,Asterionellopsis glacialis,species,2,0,0,0,50.86,3.53
421,FJ002113,Thalassionema frauenfeldii Grunow Tempere  Peragallo 1910,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,species,1,0,0,0,50.86,4.29
422,FJ002112,Thalassiosira P.T.Cleve 1873,Thalassiosiraceae,Thalassiosira,nan,genus,0,0,0,0,50.86,2.01
423,FJ002110,Porosira E.Jorgensen 1905,Thalassiosiraceae,Porosira,nan,genus,0,0,0,0,52.81,0.06
424,FJ002109,Minidiscus trioculatus F.J.R.Taylor Hasle 1973,Coscinodiscaceae,Coscinodiscus,Minidiscus trioculatus,species,0,0,0,0,52.81,0.06
425,FJ002106,Thalassiosira gravida Cleve 1896,Thalassiosiraceae,Thalassiosira,Thalassiosira gravida,species,0,0,0,0,50.86,2.01
426,FJ002104,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,1,1,0,0,50.86,3.53
427,FJ002102,Rhizosolenia setigera Brightwell 1858,Rhizosoleniaceae,Sundstroemia,Rhizosolenia setigera,species,1,1,0,0,52.81,1.58
428,FJ002101,Rhizosolenia setigera Brightwell 1858,Rhizosoleniaceae,Sundstroemia,Rhizosolenia setigera,species,1,1,0,0,52.81,1.58
429,FJ002100,Entomoneis Ehrenberg 1845,Entomoneidaceae,Entomoneis,nan,genus,0,0,0,0,52.81,0.06
430,FJ002098,Navicula slesvicensis Grunow,Naviculaceae,Navicula,Navicula slesvicensis,species,0,0,0,0,50.86,2.01
431,EU090046,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
432,EU090045,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
433,EU090044,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
434,EU090043,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
435,EU090042,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
436,EU090041,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
437,EU090039,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
438,EU090038,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
439,EU090037,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
440,EU090036,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
441,EU090033,Chaetoceros neogracile S.L.VanLandingham 1968,Chaetocerotaceae,Chaetoceros,Chaetoceros neogracile,species,1,0,0,0,50.86,2.01
442,EU090032,Stellarima microtrias Ehrenberg G.R.Hasle  P.A.Sims 1986,Coscinodiscaceae,Symbolophora,Stellarima microtrias,species,0,0,0,0,50.86,2.01
443,EF520341,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,52.81,0.06
444,EF520340,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,52.81,0.06
445,EF520339,Pseudo-nitzschia H.Peragallo 1900,Bacillariaceae,Pseudo-nitzschia,nan,genus,2,0,0,0,52.81,0.06
446,EF520338,Pseudo-nitzschia H.Peragallo 1900,Bacillariaceae,Pseudo-nitzschia,nan,genus,2,0,0,0,52.81,0.06
447,EF520337,Pseudo-nitzschia multistriata Takano Takano 1995,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata,species,1,0,0,0,52.81,1.58
448,EF520336,Pseudo-nitzschia multistriata Takano Takano 1995,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata,species,1,0,0,0,52.81,1.58
449,EF520335,Pseudo-nitzschia multistriata Takano Takano 1995,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata,species,1,0,0,0,52.81,1.58
450,EF520334,Pseudo-nitzschia multistriata Takano Takano 1995,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata,species,1,0,0,0,52.81,1.58
451,EF520333,Pseudo-nitzschia fraudulenta Cleve Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta,species,0,0,0,0,50.86,2.01
452,EF423516,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,52.81,0.06
453,EF423515,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
454,EF423514,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
455,EF423513,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
456,EF423512,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
457,EF423511,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
458,EF423510,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
459,EF423509,Pseudo-nitzschia galaxiae N.Lundholm  .Moestrup 2002,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia galaxiae,species,0,0,0,0,52.81,0.06
460,EF423508,Pseudonitzschia turgiduloides Hasle 1995,Bacillariaceae,Pseudo-nitzschia,Pseudonitzschia turgiduloides,species,0,0,0,0,52.81,0.06
461,EF423507,Pseudo-nitzschia pungens Grunow ex Cleve G.R.Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pungens,species,0,0,0,0,52.81,0.06
462,EF423506,Pseudo-nitzschia pungens Grunow ex Cleve G.R.Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pungens,species,0,0,0,0,52.81,0.06
463,EF423505,Pseudo-nitzschia multistriata Takano Takano 1995,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata,species,1,0,0,0,52.81,1.58
464,EF423504,Pseudo-nitzschia americana Hasle G.A.Fryxell 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia americana,species,0,0,0,0,52.81,0.06
465,EF423503,Pseudo-nitzschia fraudulenta Cleve Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta,species,0,0,0,0,52.81,0.06
466,EF423502,Pseudo-nitzschia fraudulenta Cleve Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta,species,0,0,0,0,50.86,2.01
467,EF423501,Fragilariopsis kerguelensis OMeara Hustedt 1952,nan,Terebraria,Fragilariopsis kerguelensis,species,1,1,0,0,52.81,1.58
468,EF423500,Fragilariopsis kerguelensis OMeara Hustedt 1952,nan,Terebraria,Fragilariopsis kerguelensis,species,1,1,0,0,52.81,1.58
469,EF423499,Fragilariopsis cylindrus Grunow Krieger 1954,Bacillariaceae,Fragilariopsis,Fragilariopsis cylindrus,species,0,0,0,0,50.86,2.01
470,EF423498,Nitzschia frustulum Kutzing Grunow 1880,Bacillariaceae,Nitzschia,Nitzschia frustulum,species,0,0,0,0,50.86,2.01
471,DQ813825,Pseudo-nitzschia calliantha Lundholm Moestrup  Hasle 2003,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia calliantha,species,0,0,0,0,52.81,0.06
472,DQ813824,Pseudo-nitzschia mannii Amato  Montresor 2008,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia mannii,species,0,0,0,0,52.81,0.06
473,DQ813823,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,52.81,0.06
474,DQ813822,Pseudo-nitzschia dolorosa Lundholm  Moestrup 2006,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia dolorosa,species,0,0,0,0,52.81,0.06
475,DQ813821,Pseudo-nitzschia caciantha Lundholm Moestrup  Hasle 2003,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia caciantha,species,0,0,0,0,52.81,0.06
476,DQ813820,Pseudo-nitzschia cuspidata Hasle Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia cuspidata,species,0,0,0,0,52.81,0.06
477,DQ813819,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,52.81,0.06
478,DQ813818,Pseudo-nitzschia delicatissima Cleve Heiden 1928,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,species,0,0,0,0,50.86,2.01
479,DQ813817,Pseudo-nitzschia pseudodelicatissima Hasle Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pseudodelicatissima,species,0,0,0,0,52.81,0.06
480,DQ514844,Stephanodiscus minutulus Kutzing Cleve  Moller 1882,Stephanodiscaceae,Cyclotella,Stephanodiscus minutulus,species,0,0,0,0,50.86,2.01
481,DQ514843,Stephanodiscus minutulus Kutzing Cleve  Moller 1882,Stephanodiscaceae,Cyclotella,Stephanodiscus minutulus,species,0,0,0,0,50.86,2.01
482,DQ514842,Stephanodiscus hantzschii Grunow 1880,Stephanodiscaceae,Stephanodiscus,Stephanodiscus hantzschii,species,0,0,0,0,50.86,2.01
483,DQ514841,Cyclostephanos F.E.Round ex Theriot Hakansson Kociolek Round  Stoermer 1987,Stephanodiscaceae,Cyclostephanos,nan,genus,0,0,0,0,50.86,2.01
484,DQ514840,Cyclostephanos F.E.Round ex Theriot Hakansson Kociolek Round  Stoermer 1987,Stephanodiscaceae,Cyclostephanos,nan,genus,0,0,0,0,50.86,2.01
485,DQ514839,Stephanodiscus binatus Hakansson  Kling 1990,Stephanodiscaceae,Stephanodiscus,Stephanodiscus binatus,species,0,0,0,0,50.86,2.01
486,DQ514838,Stephanodiscus yellowstonensis Theriot  Stoermer 1984,Stephanodiscaceae,Stephanodiscus,Stephanodiscus yellowstonensis,species,0,0,0,0,50.86,2.01
487,DQ514837,Stephanodiscus reimerii Theriot  Stoermer 1992,Stephanodiscaceae,Stephanodiscus,Stephanodiscus reimerii,species,0,0,0,0,50.86,2.01
488,DQ514836,Stephanodiscus niagarae Cleve-Euler 1915,Stephanodiscaceae,Stephanodiscus,Stephanodiscus niagarae,species,0,0,0,0,50.86,2.01
489,DQ514835,Stephanodiscus niagarae Cleve-Euler 1915,Stephanodiscaceae,Stephanodiscus,Stephanodiscus niagarae,species,0,0,0,0,50.86,2.01
490,DQ514834,Stephanodiscus neoastraea Hakansson  Hickel 1986,Stephanodiscaceae,Stephanodiscus,Stephanodiscus neoastraea,species,0,0,0,0,50.86,2.01
491,DQ514833,Discostella pseudostelligera Hustedt Houk  Klee 2004,Stephanodiscaceae,Discostella,Discostella pseudostelligera,species,0,0,0,0,52.81,0.06
492,DQ514832,Pantocsekiella ocellata Pantocsek 1901 K.T.Kiss  Acs 2016,Stephanodiscaceae,Pantocsekiella,Pantocsekiella ocellata,species,0,0,0,0,50.86,2.01
493,DQ514831,Discostella stelligera Cleve  Grunow Houk  Klee 2004,Stephanodiscaceae,Cyclotella,Discostella stelligera,species,1,1,0,0,50.86,3.53
494,DQ514830,Discostella Houk  Klee 2004,Stephanodiscaceae,Discostella,nan,genus,1,1,0,0,50.86,3.53
495,DQ514829,Lindavia bodanica Eulenstein ex Grunow Nakov et al. 2015,Stephanodiscaceae,Lindavia,Lindavia bodanica,species,1,0,0,0,50.86,3.53
496,DQ514828,Stephanodiscus minutulus Kutzing Cleve  Moller 1882,Stephanodiscaceae,Cyclotella,Stephanodiscus minutulus,species,0,0,0,0,50.86,2.01
497,DQ514827,Cyclostephanos invisitatus Hohn  Hellermann Theriot Stoermer  Hakasson 1988,Stephanodiscaceae,Stephanodiscus,Cyclostephanos invisitatus,species,0,0,0,0,50.86,2.01
498,DQ514826,Cyclostephanos tholiformis Stoermer Hakansson  Theriot 1987,Stephanodiscaceae,Cyclostephanos,Cyclostephanos tholiformis,species,0,0,0,0,50.86,2.01
499,DQ514825,Stephanodiscus C.G.Ehrenberg 1845,Stephanodiscaceae,Stephanodiscus,nan,genus,0,0,0,0,50.86,2.01
500,DQ514824,Stephanodiscus binderanus Kutzing Krieger 1927,Stephanodiscaceae,Stephanodiscus,Stephanodiscus binderanus,species,0,0,0,0,50.86,2.01
501,DQ514823,Stephanodiscus agassizensis Hak.  Kling 1989,Stephanodiscaceae,Stephanodiscus,Stephanodiscus agassizensis,species,0,0,0,0,50.86,2.01
502,DQ514822,Skeletonema japonicum Zingone  Sarno 2005,Skeletonemaceae,Skeletonema,Skeletonema japonicum,species,1,0,0,0,50.86,3.53
503,DQ514821,Skeletonema menzelii Guillard Carpenter  Reimann 1974,Skeletonemaceae,Skeletonema,Skeletonema menzelii,species,1,0,0,0,50.86,3.53
504,DQ514820,Skeletonema subsalsum Cleve-Euler Bethge 1928,Skeletonemaceae,Skeletonema,Skeletonema subsalsum,species,1,0,0,0,50.86,3.53
505,DQ514819,Skeletonema pseudocostatum L.K.Medlin 1991,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,species,1,0,0,0,50.86,3.53
506,DQ514818,Skeletonema grethae Zingone  Sarno 2005,Skeletonemaceae,Skeletonema,Skeletonema grethae,species,1,0,0,0,50.86,3.53
507,DQ514817,Skeletonema grethae Zingone  Sarno 2005,Skeletonemaceae,Skeletonema,Skeletonema grethae,species,1,0,0,0,50.86,3.53
508,DQ514816,Bacterosira bathyomphala Cleve Syvertsen  Hasle 1993,Coscinodiscaceae,Coscinodiscus,Bacterosira bathyomphala,species,0,0,0,0,50.86,2.01
509,DQ514815,Thalassiosira punctigera Castracane 1886,Thalassiosiraceae,Thalassiosira,Thalassiosira punctigera,species,0,0,0,0,50.86,2.01
510,DQ514814,Detonula pumila Castracane Schutt 1896,Skeletonemaceae,Detonula,Detonula pumila,species,0,0,0,0,50.86,2.01
511,DQ514813,Shionodiscus ritscheri Hustedt A.J.Alverson S.H.Kang  E.C.Theriot 2006,Coscinodiscaceae,Coscinodiscus,Shionodiscus ritscheri,species,0,0,0,0,50.86,2.01
512,DQ514812,Thalassiosira tumida Janisch Hasle 1971,Coscinodiscaceae,Coscinodiscus,Thalassiosira tumida,species,0,0,0,0,50.86,2.01
513,DQ514811,Conticribra weissflogii Grunow K.Stachura-Suchoples  D.M.Williams 2009,Thalassiosiraceae,Conticribra,Conticribra weissflogii,species,0,0,0,0,52.81,0.06
514,DQ514810,Thalassiosira pacifica Gran  Angst 1931,Thalassiosiraceae,Thalassiosira,Thalassiosira pacifica,species,0,0,0,0,50.86,2.01
515,DQ514809,Thalassiosira minuscula Krasske 1941,Thalassiosiraceae,Thalassiosira,Thalassiosira minuscula,species,0,0,0,0,50.86,2.01
516,DQ514808,Thalassiosira nordenskioeldii Cleve 1873,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,species,1,0,0,0,50.86,3.53
517,DQ514807,Thalassiosira punctigera Castracane 1886,Thalassiosiraceae,Thalassiosira,Thalassiosira punctigera,species,0,0,0,0,50.86,2.01
518,DQ514806,Thalassiosira mediterranea Schroder Hasle 1972,Thalassiosiraceae,Coscinosira,Thalassiosira mediterranea,species,0,0,0,0,50.86,2.01
519,DQ514805,Thalassiosira rotula Meunier 1910,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,species,0,0,0,0,50.86,2.01
520,DQ514804,Thalassiosira tumida Janisch Hasle 1971,Coscinodiscaceae,Coscinodiscus,Thalassiosira tumida,species,0,0,0,0,50.86,2.01
521,DQ514803,Thalassiosira minuscula Krasske 1941,Thalassiosiraceae,Thalassiosira,Thalassiosira minuscula,species,0,0,0,0,50.86,2.01
522,DQ514802,Thalassiosira P.T.Cleve 1873,Thalassiosiraceae,Thalassiosira,nan,genus,0,0,0,0,50.86,2.01
523,DQ514800,Conticribra weissflogii Grunow K.Stachura-Suchoples  D.M.Williams 2009,Thalassiosiraceae,Conticribra,Conticribra weissflogii,species,0,0,0,0,52.81,0.06
524,DQ514799,Thalassiosira oceanica Hasle 1983,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica,species,0,0,0,0,50.86,2.01
525,DQ514798,Thalassiosira minima Gaarder 1951,Thalassiosiraceae,Thalassiosira,Thalassiosira minima,species,0,0,0,0,50.86,2.01
526,DQ514797,Thalassiosira minima Gaarder 1951,Thalassiosiraceae,Thalassiosira,Thalassiosira minima,species,0,0,0,0,52.81,0.06
527,DQ514796,Thalassiosira guillardii Hasle 1978,Thalassiosiraceae,Thalassiosira,Thalassiosira guillardii,species,1,0,0,0,50.86,3.53
528,DQ514795,Thalassiosira antarctica Comber 1896,Thalassiosiraceae,Thalassiosira,Thalassiosira antarctica,species,0,0,0,0,50.86,2.01
529,DQ514794,Thalassiosira aestivalis Gran 1931,Thalassiosiraceae,Thalassiosira,Thalassiosira aestivalis,species,0,0,0,0,50.86,2.01
530,DQ514793,Minidiscus trioculatus F.J.R.Taylor Hasle 1973,Coscinodiscaceae,Coscinodiscus,Minidiscus trioculatus,species,0,0,0,0,52.81,0.06
531,DQ514791,Thalassiosira oestrupii Ostenfeld Hasle 1972,Thalassiosiraceae,Shionodiscus,Thalassiosira oestrupii,species,2,1,0,0,48.9,5.48
532,DQ514790,Thalassiosira guillardii Hasle 1978,Thalassiosiraceae,Thalassiosira,Thalassiosira guillardii,species,1,0,0,0,50.86,3.53
533,DQ514789,Thalassiosira eccentrica Ehrenberg Cleve 1904,Thalassiosiraceae,Thalassiosira,Thalassiosira eccentrica,species,0,0,0,0,50.86,2.01
534,DQ514788,Thalassiosira angulata W.Gregory Hasle 1978,Orthoseiraceae,Orthoseira,Thalassiosira angulata,species,0,0,0,0,50.86,2.01
535,DQ514787,Thalassiosira nodulolineata Hendey Hasle  Fryxell 1977,Coscinodiscaceae,Coscinodiscus,Thalassiosira nodulolineata,species,0,0,0,0,50.86,2.01
536,DQ514786,Thalassiosira anguste-lineata A.Schmidt G.Fryxell  Hasle 1977,Coscinodiscaceae,Coscinodiscus,Thalassiosira anguste-lineata,species,0,0,0,0,50.86,2.01
537,DQ514785,Thalassiosira gessneri Hustedt 1956,Thalassiosiraceae,Thalassiosira,Thalassiosira gessneri,species,0,0,0,0,50.86,2.01
538,DQ514782,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
539,DQ514781,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
540,DQ514780,Cyclotella distinguenda Hustedt 1928,Stephanodiscaceae,Cyclotella,Cyclotella distinguenda,species,2,2,0,0,50.86,3.53
541,DQ514779,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,1,0,0,0,50.86,3.53
542,DQ514778,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,0,0,0,0,50.86,2.01
543,DQ514777,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
544,DQ514776,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,0,0,0,0,50.86,2.01
545,DQ514775,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,1,1,0,0,48.9,3.96
546,DQ514774,Stephanocyclus meneghinianus Kutz. Skab.,Stephanodiscaceae,Cyclotella,Stephanocyclus meneghinianus,species,0,0,0,0,50.86,2.01
547,DQ514773,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,2,1,0,0,52.81,1.58
548,DQ514772,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,1,1,0,0,48.9,3.96
549,DQ514771,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,3,1,0,0,52.81,3.1
550,DQ514770,Stephanocyclus A.P.Skabitschevsky 1975,Thalassiosiraceae,Stephanocyclus,nan,genus,0,0,0,0,50.86,2.01
551,DQ514769,Lauderia annulata Cleve 1873,Lauderiaceae,Lauderia,Lauderia annulata,species,0,0,0,0,50.86,2.01
552,DQ514768,Porosira E.Jorgensen 1905,Thalassiosiraceae,Porosira,nan,genus,0,0,0,0,52.81,0.06
553,DQ514767,Porosira glacialis Grunow Jorgensen 1905,Thalassiosiraceae,Porosira,Porosira glacialis,species,0,0,0,0,50.86,2.01
554,DQ514766,Ditylum brightwellii T.West Grunow 1885,Lithodesmiaceae,Ditylum,Ditylum brightwellii,species,1,0,0,0,52.81,0.06
555,DQ514765,Lithodesmium undulatum Ehrenberg 1839,Lithodesmiaceae,Lithodesmium,Lithodesmium undulatum,species,1,0,0,0,50.86,2.01
556,DQ514764,Helicotheca tamesis Shrubsole M.Ricard 1987,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,species,1,0,0,0,52.81,0.06
557,DQ514763,Bellerochea malleus Brightwell Van Heurck 1885,Bellerocheaceae,Bellerochea,Bellerochea malleus,species,2,0,0,0,50.86,3.53
558,DQ019445,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,0,0,0,0,50.86,2.01
559,AY881967,Nitzschia longissima Brebisson Ralfs 1861,Bacillariaceae,Nitzschia,Nitzschia longissima,species,0,0,0,0,52.81,0.06
560,AY866416,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,0,0,0,0,50.86,2.01
561,AY866415,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,50.86,3.53
562,AY571755,Lyrella hennedyi W.Smith Stickle  D.G.Mann 1990,Naviculaceae,Navicula,Lyrella hennedyi,species,1,0,0,0,50.86,2.01
563,AY571754,Encyonema silesiacum Round et al.,Cymbellaceae,Encyonema,Encyonema silesiacum,species,2,1,0,0,50.86,3.53
564,AY571753,Placoneis paraelginensis Lange-Bertalot 2000,Cymbellaceae,Placoneis,Placoneis paraelginensis,species,0,0,0,0,52.81,0.06
565,AY571752,Placoneis constans Hustedt E.J.Cox 2003,Naviculaceae,Navicula,Placoneis constans,species,1,1,0,0,50.86,3.53
566,AY571751,Gomphonema capitatum Ehrenberg 1838,Gomphonemataceae,Gomphonema,Gomphonema capitatum,species,0,0,0,0,52.81,0.06
567,AY571750,Seminavis robusta D.B.Danielidis  D.G.Mann 2002,Naviculaceae,Seminavis,Seminavis robusta,species,0,0,0,0,52.81,0.06
568,AY571749,Navicula duerrenbergiana Hustedt,Naviculaceae,Navicula,Navicula duerrenbergiana,species,2,0,0,0,50.86,2.01
569,AY571748,Pseudogomphonema kamschaticum Grunow Medlin 1986,Naviculaceae,Pseudogomphonema,Pseudogomphonema kamschaticum,species,0,0,0,0,52.81,0.06
570,AY571747,Lyrella atlantica Schmidt D.G.Mann 1990,Naviculaceae,Navicula,Lyrella atlantica,species,1,0,0,0,52.81,0.06
571,AY571745,Sellaphora bacillum Ehrenberg D.G.Mann 1989,Naviculaceae,Navicula,Sellaphora bacillum,species,0,0,0,0,50.86,2.01
572,AY571744,Eunotia minor Fusey 1964,Eunotiaceae,Eunotia,Eunotia minor,species,1,0,0,0,50.86,2.01
573,DQ222440,Grammonema striatula Lyngbye C.Agardh,Fragilariaceae,Grammonema,Grammonema striatula,species,0,0,0,0,50.86,2.01
574,DQ143047,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,52.81,1.58
575,DQ143046,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,3,1,0,0,48.9,5.48
576,DQ143045,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,52.81,1.58
577,DQ082747,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,0,0,0,0,50.86,2.01
578,DQ082746,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,3,1,0,0,48.9,5.48
579,DQ082745,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,52.81,1.58
580,DQ082744,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,52.81,1.58
581,DQ082743,Cylindrotheca closterium Ehrenberg Reimann  J.C.Lewin 1964,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,species,2,1,0,0,52.81,1.58
582,AY569606,Aulacoseira ambigua Grunow Simonsen 1979,Aulacoseiraceae,Aulacoseira,Aulacoseira ambigua,species,0,0,0,0,50.86,2.01
583,AY604699,Navicula salinicola Hustedt,Naviculaceae,Navicula,Navicula salinicola,species,0,0,0,0,52.81,0.06
584,AY604698,Thalassionema frauenfeldii Grunow Tempere  Peragallo 1910,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,species,2,1,0,0,50.86,3.53
585,AY604697,Chaetoceros gracilis Pantocsek 1892,Chaetocerotaceae,Chaetoceros,Chaetoceros gracilis,species,2,0,0,0,50.86,3.53
586,AY604696,Corethron hystrix Hensen 1887,Corethraceae,Corethron,Corethron hystrix,species,1,1,0,0,52.81,0.06
587,FM207548,Pseudo-nitzschia pungens Grunow ex Cleve G.R.Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pungens,species,0,0,0,0,52.81,0.06
588,FM207547,Pseudo-nitzschia pungens Grunow ex Cleve G.R.Hasle 1993,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pungens,species,0,0,0,0,50.86,2.01
589,DQ108387,Porosira pseudodenticulata Hustedt Jouse 1962,Coscinodiscaceae,Coscinodiscus,Porosira pseudodenticulata,species,0,0,0,0,52.81,0.06
